Number of clicks on similar products,Number of similar products purchased so far,Average rating given to similar products,Median purchasing price (in rupees),Rating of the product,Brand of the product,Customer review sentiment score (overall),Price of the product,Probability for the product to be recommended to the person,User_ID,Product_ID,Gender_male,Holiday_Yes,Season_spring,Season_summer,Season_winter,Geographical locations_mountains,Geographical locations_plains
-0.6052668552852145,-0.6023083204540417,3.6,-0.8277164659878651,-0.7948326078974939,Pepe Jeans London,0.3,-0.1239083744277315,0.4,9898,6395,True,False,False,True,False,False,True
-1.047281988405709,-1.1625538806239561,3.3,-0.23655726182113018,-0.6742993502801168,The Moms Co.,0.4,-0.1749182735777039,0.5,9,7234,False,False,False,False,True,False,True
0.19036038433167551,-0.04206276028412738,4.0,1.0771298585493918,0.16943345304152257,Himalaya Liv.52,0.9,-0.27693807187764874,0.9,8338,7887,True,True,False,False,True,True,False
-1.5777001481503024,-1.5360509207372324,1.7,-0.7291899319600759,-2.482298214540772,Wildcraft,-0.1,-0.22592817272767632,0.05,5713,8119,True,False,False,False,False,True,False
0.6323755174521699,0.33143427982914886,4.5,1.4055516386420224,0.5310332258936534,Godrej Interio,0.9,4.517992448219758,1.0,4993,8212,False,True,False,False,True,True,False
-0.42846080203701675,-0.6023083204540417,3.7,-0.6635055759415498,-0.31269957742798593,Patanjali Ayurved (Health Care),0.6,-0.4299677693275659,0.6,3512,2595,True,False,False,False,False,True,False
-0.8704759351575112,-0.7890568405106799,4.2,-0.8605586439971281,0.2899667106588992,Lijoba,0.85,-0.48097766847753837,0.8,901,3932,False,True,True,False,False,False,True
1.3395997304449612,0.8916798399990632,4.7,-0.8605586439971281,0.65156648351103,Moov,0.7,-0.1239083744277315,0.85,8656,4980,True,False,False,True,False,False,True
-0.16325172216472006,-0.2288112803407655,4.4,0.4202862983641308,0.5310332258936534,Kama Ayurveda,0.8,-0.1749182735777039,0.9,3155,6670,False,False,False,True,False,False,False
0.1019573577075766,-0.04206276028412738,4.6,0.0918645182715003,0.7720997411284076,Urban Ladder,0.85,-0.1749182735777039,0.9,1606,9407,False,False,False,False,True,False,True
-0.6936698819093134,-0.7890568405106799,3.5,-0.6306633979322868,-0.5537660926627397,Allen Solly Woman,0.6,-0.3789578701775935,0.7,1924,928,True,True,False,False,True,False,True
-1.135685015029808,-1.1625538806239561,2.9,-0.8277164659878651,-1.2769656383670018,Lee Cooper,0.1,-0.4299677693275659,0.05,3630,767,False,False,False,True,False,True,False
0.5439724908280711,0.33143427982914886,4.4,-0.5649790419137607,0.5310332258936534,SleepyCat,0.8,-0.0728984752777591,0.85,8993,3480,True,True,False,False,True,False,False
-1.3124910682780058,-1.3493024006805943,2.5,0.7487080784567612,-1.6385654112191326,Moov,-0.3,-0.32794797102762113,0.1,221,8624,True,False,False,True,False,True,False
1.6048088103172578,1.2651768801123395,4.8,-0.23655726182113018,0.8926329987457843,Wildcraft,0.9,-0.1749182735777039,0.95,1390,1753,False,False,False,True,False,False,True
-1.4892971215262034,-1.5360509207372324,1.8,-0.5978212199230237,-2.482298214540772,Johnson & Johnson,-0.2,-0.3789578701775935,0.05,8559,3160,False,False,False,False,False,False,False
-0.16325172216472006,-0.41555980039740364,4.2,-0.6635055759415498,0.2899667106588992,PUMA,0.7,-0.48097766847753837,0.8,2018,4162,True,False,False,False,True,False,True
-1.047281988405709,-0.975805360567318,3.1,1.0771298585493918,-0.915365865514871,Pepperfry,0.3,-0.1239083744277315,0.4,278,9282,False,True,False,False,True,False,False
0.9859876239485655,0.7049313199424251,4.7,-0.8605586439971281,0.8926329987457843,Manyavar Mohey,0.9,-0.22592817272767632,0.9,4185,8228,True,False,False,True,False,False,True
-0.6052668552852145,-0.6023083204540417,3.6,-0.7291899319600759,-0.31269957742798593,Max,0.5,-0.4299677693275659,0.6,3086,9558,False,False,False,False,True,False,True
-1.2240880416539068,-1.3493024006805943,2.3,-0.23655726182113018,-1.879631926453887,Wakefit,-0.1,-0.22592817272767632,0.05,6877,7407,True,True,False,True,False,True,False
-0.25165474878881894,-0.2288112803407655,4.0,-0.794874287978602,0.16943345304152257,Lakme Ayurveda,0.8,-0.5319875676275108,0.9,1068,8537,True,False,False,False,True,False,True
0.19036038433167551,0.14468575977251075,4.5,0.4202862983641308,0.65156648351103,Streax,0.9,-0.5319875676275108,1.0,8314,9056,False,True,False,True,False,False,False
-0.8704759351575112,-1.1625538806239561,2.8,-0.6963477539508128,-1.2769656383670018,Flying Machine,0.2,-0.3789578701775935,0.1,5783,4921,True,False,False,False,False,True,False
0.45556946420397215,0.33143427982914886,4.2,-0.8605586439971281,0.4104999682762768,Lee,0.8,-0.4299677693275659,0.9,7004,795,False,False,False,False,True,False,True
-0.3400577754129179,-0.41555980039740364,3.9,0.7487080784567612,-0.07163306219323166,Head & Shoulders,0.7,-0.1239083744277315,0.8,3849,7574,True,True,False,False,True,False,True
-0.7820729085334123,-0.7890568405106799,3.2,-0.23655726182113018,-0.915365865514871,Fastrack,0.4,-0.27693807187764874,0.5,8808,5957,False,True,False,False,True,False,True
-1.4008940949021045,-1.5360509207372324,1.9,-0.5978212199230237,-2.482298214540772,Sugar Cosmetics,-0.3,-0.3789578701775935,0.05,5280,638,True,False,False,False,False,True,False
0.8975845973244666,0.518182799885787,4.3,1.4055516386420224,0.5310332258936534,Manyavar Mohey,0.9,4.517992448219758,1.0,6723,2515,False,True,False,False,True,True,False
-0.9588789617816101,-0.975805360567318,3.0,-0.794874287978602,-1.0358991231322476,Kama Ayurveda,0.1,-0.5319875676275108,0.1,7960,8405,True,False,False,True,False,False,False
-0.07484869554062118,-0.04206276028412738,4.3,-0.6963477539508128,0.5310332258936534,Johnson & Johnson,0.7,-0.48097766847753837,0.8,4728,1996,False,False,False,False,True,False,True
-0.42846080203701675,-0.6023083204540417,3.7,0.4202862983641308,-0.31269957742798593,Pepperfry,0.6,-0.1749182735777039,0.8,1806,5947,True,True,False,True,False,True,False
0.7207785440762688,0.518182799885787,4.6,-0.7291899319600759,0.7720997411284076,Parachute,0.9,-0.22592817272767632,0.95,1471,1519,False,False,False,False,True,False,True
0.2787634109557744,0.14468575977251075,4.4,-0.8277164659878651,0.5310332258936534,Lee Cooper,0.8,-0.4299677693275659,0.9,8174,8088,True,False,False,True,False,True,False
-1.135685015029808,-1.1625538806239561,3.2,0.4202862983641308,-0.7948326078974939,Wildcraft,0.4,-0.1239083744277315,0.5,2862,2221,False,True,False,False,True,False,True
0.013554331083477719,-0.04206276028412738,4.1,-0.7291899319600759,0.2899667106588992,Sugar Cosmetics,0.8,-0.48097766847753837,0.9,1148,4186,True,False,False,True,False,False,False
-1.4008940949021045,-1.3493024006805943,2.6,-0.6635055759415498,-1.518032153601756,Lakme Ayurveda,-0.2,-0.32794797102762113,0.05,9177,4823,True,False,False,False,True,False,True
-0.3400577754129179,-0.41555980039740364,3.9,0.0918645182715003,-0.07163306219323166,Max,0.7,-0.27693807187764874,0.8,5528,9403,False,True,False,True,False,False,True
-0.8704759351575112,-0.975805360567318,3.1,-0.8277164659878651,-1.0358991231322476,Lijoba,0.1,-0.5319875676275108,0.1,7046,4469,True,False,False,False,False,False,True
0.6323755174521699,0.7049313199424251,4.5,-0.23655726182113018,0.65156648351103,Godrej Interio,0.85,-0.0728984752777591,0.9,9589,7085,False,False,False,False,True,False,True
-0.6936698819093134,-0.7890568405106799,3.4,1.733973418734653,-0.6742993502801168,SleepyCat,0.7,-0.1239083744277315,0.8,8943,1386,True,False,False,True,False,False,False
-1.047281988405709,-0.975805360567318,2.9,0.4202862983641308,-1.2769656383670018,Dettol,-0.2,-0.32794797102762113,0.05,2335,6730,False,True,False,False,True,False,True
1.3395997304449612,1.0784283600557014,4.7,-0.794874287978602,0.8926329987457843,Moov,0.9,-0.1749182735777039,1.0,6278,3565,True,False,False,True,False,False,True
-1.2240880416539068,-1.3493024006805943,2.5,-0.5649790419137607,-1.6385654112191326,The Moms Co.,0.0,-0.48097766847753837,0.1,4099,3738,False,True,False,True,False,False,False
-0.07484869554062118,-0.2288112803407655,4.3,-0.7291899319600759,0.5310332258936534,Max,0.8,-0.4299677693275659,0.9,3880,7610,True,False,False,False,True,False,True
-0.6052668552852145,-0.6023083204540417,3.5,1.0771298585493918,-0.43323283504536253,Lakme Ayurveda,0.5,-0.1749182735777039,0.6,3336,570,False,True,False,False,True,False,True
1.0743906505726644,0.8916798399990632,4.8,-0.8277164659878651,1.0131662563631618,Pepe Jeans London,0.9,-0.22592817272767632,1.0,2683,5732,True,False,False,True,False,True,False
-1.3124910682780058,-1.3493024006805943,2.7,-0.8605586439971281,-1.518032153601756,Wakefit,-0.1,-0.22592817272767632,0.05,3836,9460,False,True,False,True,False,False,False
-0.16325172216472006,-0.2288112803407655,4.2,0.0918645182715003,0.2899667106588992,Manyavar Mohey,0.8,-0.0728984752777591,0.9,4108,8974,True,False,False,False,True,False,True
-0.9588789617816101,-1.1625538806239561,2.8,-0.5978212199230237,-1.2769656383670018,Johnson & Johnson,0.1,-0.3789578701775935,0.1,8759,1424,False,False,False,True,False,False,True
0.3671664375798733,0.33143427982914886,4.4,1.733973418734653,0.5310332258936534,Wildcraft,0.85,-0.1239083744277315,0.9,9847,3416,True,False,False,True,False,True,False
-0.5168638286611157,-0.6023083204540417,3.6,-0.8277164659878651,-0.31269957742798593,Lee,-0.3,-0.32794797102762113,0.05,341,8326,False,True,False,False,False,False,True
0.7207785440762688,0.518182799885787,4.6,1.0771298585493918,0.7720997411284076,Pepperfry,0.9,-0.1749182735777039,1.0,1566,8969,True,False,False,False,True,True,False
0.1019573577075766,-0.04206276028412738,4.5,-0.762032109969339,0.65156648351103,Head Hunters,0.85,-0.4299677693275659,0.9,8155,3463,False,False,False,True,False,False,True
-0.7820729085334123,-0.7890568405106799,3.0,0.0918645182715003,-1.1564323807496246,Urban Ladder,0.2,-0.0728984752777591,0.2,6637,4452,True,True,False,False,True,False,True
-0.42846080203701675,-0.41555980039740364,3.8,-0.6306633979322868,-0.07163306219323166,Lee,0.7,-0.48097766847753837,0.8,9735,23,False,False,False,False,True,False,True
0.8975845973244666,0.8916798399990632,4.9,-0.5649790419137607,1.1336995139805386,Manyavar Mohey,0.9,-0.22592817272767632,1.0,4482,3285,True,False,False,True,False,False,True
-1.4892971215262034,-1.5360509207372324,1.7,1.0771298585493918,-2.7233647297755263,Dettol,-0.3,-0.32794797102762113,0.05,4492,4431,False,True,False,True,False,False,True
0.45556946420397215,0.33143427982914886,4.3,-0.8277164659878651,0.4104999682762768,Libram,0.8,-0.4299677693275659,0.9,2547,541,True,False,False,False,True,False,True
-0.42846080203701675,-0.41555980039740364,3.9,1.4055516386420224,-0.07163306219323166,Flying Machine,0.7,-0.1239083744277315,0.8,3699,4239,False,False,False,False,True,False,True
-1.135685015029808,-1.1625538806239561,3.3,-0.5649790419137607,-0.7948326078974939,Max,0.3,-0.48097766847753837,0.3,2870,3585,True,False,False,True,False,False,False
0.5439724908280711,0.518182799885787,4.7,-0.8277164659878651,0.8926329987457843,Patanjali Ayurved (Health Care),0.9,-0.22592817272767632,1.0,8214,1766,False,False,False,False,True,False,True
-0.6936698819093134,-0.6023083204540417,3.6,-0.5978212199230237,-0.31269957742798593,Streax,0.5,-0.3789578701775935,0.6,8484,91,True,True,False,False,True,False,True
-1.2240880416539068,-1.3493024006805943,2.4,0.4202862983641308,-1.7590986688365098,Wildcraft,-0.1,-0.32794797102762113,0.05,3264,975,False,False,False,True,False,True,False
-0.07484869554062118,-0.04206276028412738,4.4,-0.8605586439971281,0.5310332258936534,Moov,0.85,-0.1749182735777039,0.9,9126,6148,True,True,False,False,True,False,True
0.9859876239485655,1.0784283600557014,4.8,1.0771298585493918,1.0131662563631618,Forest Essentials,0.9,-0.1239083744277315,1.0,7875,9558,False,False,False,False,True,True,False
-0.8704759351575112,-0.975805360567318,3.1,-0.794874287978602,-1.0358991231322476,PUMA,0.1,-0.3789578701775935,0.1,3276,1048,True,False,False,True,False,False,True
0.2787634109557744,0.33143427982914886,4.3,-0.7291899319600759,0.5310332258936534,Wildcraft,0.8,-0.4299677693275659,0.9,4014,3756,False,False,False,True,False,False,True
-0.9588789617816101,-1.1625538806239561,2.7,-0.5649790419137607,-1.397498895984379,Lee,0.1,-0.5319875676275108,0.1,4441,5231,True,False,False,False,False,False,True
1.2511967038208622,1.2651768801123395,4.9,-0.6306633979322868,1.1336995139805386,Lee Cooper,0.9,-0.22592817272767632,1.0,8905,7092,False,False,False,False,True,True,False
-1.3124910682780058,-1.3493024006805943,2.8,0.4202862983641308,-1.2769656383670018,Manyavar Mohey,0.0,-0.32794797102762113,0.1,9784,4073,False,True,False,True,False,False,True
-0.16325172216472006,-0.2288112803407655,4.3,-0.8277164659878651,0.5310332258936534,Pepe Jeans London,0.8,-0.1239083744277315,0.9,3688,9674,True,False,False,False,True,False,True
-1.047281988405709,-0.975805360567318,3.0,1.0771298585493918,-1.1564323807496246,Head Hunters,0.2,-0.0728984752777591,0.2,278,282,False,True,False,False,True,False,True
0.6323755174521699,0.7049313199424251,4.6,-0.7291899319600759,0.7720997411284076,SleepyCat,0.9,-0.1749182735777039,1.0,4051,5633,True,False,False,True,False,False,False
-0.6052668552852145,-0.41555980039740364,3.7,-0.23655726182113018,-0.31269957742798593,Johnson & Johnson,0.6,-0.48097766847753837,0.7,7863,7440,False,False,False,True,False,False,True
0.19036038433167551,0.14468575977251075,4.5,-0.5978212199230237,0.65156648351103,Wakefit,0.85,-0.4299677693275659,0.9,5287,5376,True,False,False,False,True,False,True
-0.7820729085334123,-0.7890568405106799,3.2,-0.6635055759415498,-0.7948326078974939,Manyavar Mohey,0.1,-0.3789578701775935,0.1,812,949,False,False,False,True,False,False,True
0.3671664375798733,0.33143427982914886,4.4,0.0918645182715003,0.5310332258936534,AmazonBasics,0.8,-0.32794797102762113,0.9,4478,9292,True,True,False,False,True,False,True
-0.5168638286611157,-0.6023083204540417,3.5,-0.762032109969339,-0.43323283504536253,Lakme Ayurveda,0.5,-0.27693807187764874,0.6,2064,9595,False,True,False,False,True,False,True
0.8091815707003678,0.8916798399990632,4.7,-0.5649790419137607,0.8926329987457843,Moov,0.9,-0.22592817272767632,1.0,8943,285,True,False,False,True,False,False,True
-1.4008940949021045,-1.3493024006805943,2.5,-0.23655726182113018,-1.7590986688365098,Head & Shoulders,-0.1,-0.32794797102762113,0.05,1718,3865,False,True,False,False,True,False,True
0.013554331083477719,-0.04206276028412738,4.2,1.0771298585493918,0.4104999682762768,Flying Machine,0.8,-0.1239083744277315,0.9,5758,953,True,False,False,False,True,True,False
-0.3400577754129179,-0.41555980039740364,3.8,-0.7291899319600759,-0.07163306219323166,Kama Ayurveda,0.7,-0.48097766847753837,0.8,4635,6072,False,False,False,True,False,False,False
1.3395997304449612,1.2651768801123395,4.8,-0.8605586439971281,1.0131662563631618,U.S. Polo Assn. Women,0.9,-0.22592817272767632,1.0,5204,609,True,False,False,False,True,False,True
-1.047281988405709,-0.975805360567318,3.3,-0.8605586439971281,-0.7948326078974939,Dettol,0.3,-0.48097766847753837,0.3,4059,7609,False,False,False,True,False,False,True
0.45556946420397215,0.518182799885787,4.5,0.0918645182715003,0.7720997411284076,Lee,0.85,-0.32794797102762113,0.9,5812,8696,True,True,False,False,True,True,False
-0.6052668552852145,-0.41555980039740364,3.8,-0.23655726182113018,-0.07163306219323166,SleepyCat,0.6,-0.27693807187764874,0.7,7863,9098,False,True,False,False,True,False,True
-1.2240880416539068,-1.3493024006805943,2.7,0.7487080784567612,-1.397498895984379,Flying Machine,-0.1,-0.32794797102762113,0.05,3878,8368,False,True,False,True,False,False,True
0.8975845973244666,0.8916798399990632,4.7,-0.6963477539508128,0.8926329987457843,Pepe Jeans London,0.9,-0.22592817272767632,1.0,7236,1991,True,False,False,False,True,False,True
-0.42846080203701675,-0.41555980039740364,3.7,-0.794874287978602,-0.1921663198106088,Lee Cooper,0.7,-0.48097766847753837,0.8,395,257,False,False,False,True,False,False,False
-1.135685015029808,-1.1625538806239561,3.1,-0.762032109969339,-1.0358991231322476,Lakme Ayurveda,0.1,-0.4299677693275659,0.1,8952,1789,True,False,False,True,False,False,True
0.19036038433167551,0.14468575977251075,4.3,1.4055516386420224,0.4104999682762768,Wildcraft,0.8,-0.1239083744277315,0.9,500,7318,False,True,False,False,True,True,False
-0.8704759351575112,-0.7890568405106799,3.2,-0.5649790419137607,-0.7948326078974939,Manyavar Mohey,0.2,-0.5319875676275108,0.2,4737,6998,True,False,False,True,False,False,True
0.6323755174521699,0.7049313199424251,4.8,-0.762032109969339,1.0131662563631618,Pepperfry,0.9,-0.22592817272767632,1.0,1422,2829,False,False,False,False,True,False,True
-0.3400577754129179,-0.2288112803407655,3.9,-0.7291899319600759,0.04890019542414492,Kama Ayurveda,0.8,-0.48097766847753837,0.9,3300,9802,True,False,False,True,False,False,False
-0.7820729085334123,-0.6023083204540417,3.4,-0.23655726182113018,-0.5537660926627397,Lee,0.5,-0.3789578701775935,0.6,8808,940,False,True,False,True,False,False,True
-1.3124910682780058,-1.3493024006805943,2.6,1.0771298585493918,-1.518032153601756,Wildcraft,-0.1,-0.32794797102762113,0.05,902,531,True,True,False,True,False,False,True
0.013554331083477719,0.14468575977251075,4.4,-0.794874287978602,0.5310332258936534,Manyavar Mohey,0.8,-0.27693807187764874,0.9,5568,296,False,False,False,False,True,False,True
-0.9588789617816101,-0.975805360567318,3.0,-0.6635055759415498,-1.1564323807496246,Lee,-0.1,-0.5319875676275108,0.05,2580,3845,True,False,False,False,False,False,True
1.2511967038208622,1.2651768801123395,4.8,0.7487080784567612,1.0131662563631618,Johnson & Johnson,0.9,-0.1749182735777039,1.0,6813,6592,False,True,False,False,True,False,True
-0.07484869554062118,-0.04206276028412738,4.2,-0.6306633979322868,0.2899667106588992,Streax,0.7,-0.4299677693275659,0.8,6828,8874,True,False,False,False,True,False,True
-0.6936698819093134,-0.6023083204540417,3.5,-0.5649790419137607,-0.43323283504536253,Pepe Jeans London,0.4,-0.32794797102762113,0.5,538,8951,False,True,False,False,True,False,True
0.7207785440762688,0.8916798399990632,4.7,-0.23655726182113018,0.8926329987457843,Manyavar Mohey,0.9,-0.1239083744277315,1.0,5678,404,True,False,False,False,True,True,False
-0.5168638286611157,-0.41555980039740364,3.8,-0.762032109969339,-0.07163306219323166,Max,0.6,-0.48097766847753837,0.7,4808,8104,False,False,False,True,False,False,True
0.8091815707003678,1.0784283600557014,4.9,-0.6963477539508128,1.1336995139805386,Wildcraft,0.9,-0.22592817272767632,1.0,8941,4016,True,False,False,False,True,False,True
0.2787634109557744,0.33143427982914886,4.6,-0.23655726182113018,0.7720997411284076,SleepyCat,0.9,-0.1749182735777039,1.0,9439,5633,False,False,False,True,False,False,True
-0.25165474878881894,-0.2288112803407655,4.0,-0.794874287978602,0.04890019542414492,PUMA,0.7,-0.48097766847753837,0.8,1068,5972,True,False,False,False,True,False,True
0.9859876239485655,1.0784283600557014,4.8,-0.6306633979322868,1.0131662563631618,Forest Essentials,0.9,-0.22592817272767632,1.0,5088,550,False,False,False,False,True,True,False
-1.4008940949021045,-1.3493024006805943,2.5,0.7487080784567612,-1.6385654112191326,Head & Shoulders,-0.1,-0.32794797102762113,0.05,381,3526,True,True,False,False,True,False,True
-0.25165474878881894,-0.2288112803407655,4.1,1.4055516386420224,0.16943345304152257,Flying Machine,0.8,-0.1239083744277315,0.9,4131,1612,False,False,False,False,True,False,True
-0.6052668552852145,-0.41555980039740364,3.8,-0.794874287978602,-0.07163306219323166,Pepperfry,0.6,-0.48097766847753837,0.7,5464,1381,True,False,False,True,False,False,False
-1.2240880416539068,-1.1625538806239561,3.0,-0.762032109969339,-1.1564323807496246,Patanjali Ayurved (Health Care),0.1,-0.4299677693275659,0.1,8195,2741,False,False,False,True,False,False,True
0.19036038433167551,0.33143427982914886,4.3,-0.6306633979322868,0.5310332258936534,Manyavar Mohey,0.7,-0.3789578701775935,0.8,6963,4528,True,False,False,True,False,False,True
-0.7820729085334123,-0.6023083204540417,3.3,-0.23655726182113018,-0.6742993502801168,Wildcraft,0.5,-0.32794797102762113,0.6,8808,4374,False,True,False,False,True,True,False
0.5439724908280711,0.7049313199424251,4.6,-0.5649790419137607,0.7720997411284076,Moov,0.9,-0.1749182735777039,1.0,9717,1190,True,False,False,True,False,False,True
-0.9588789617816101,-0.7890568405106799,3.1,0.7487080784567612,-1.0358991231322476,Lakme Ayurveda,0.0,-0.27693807187764874,0.1,375,5676,False,True,False,True,False,False,False
1.3395997304449612,1.4519254001689776,4.8,-0.8277164659878651,1.0131662563631618,Lee Cooper,0.9,-0.22592817272767632,1.0,8533,4882,True,False,False,False,True,False,True
-0.42846080203701675,-0.2288112803407655,3.8,-0.5978212199230237,-0.07163306219323166,Johnson & Johnson,0.7,-0.48097766847753837,0.8,9323,6408,False,False,False,True,False,False,True
-1.135685015029808,-0.975805360567318,3.2,0.0918645182715003,-0.7948326078974939,Fastrack,0.2,-0.3789578701775935,0.3,5161,8785,True,False,False,False,True,False,True
0.8975845973244666,1.0784283600557014,4.7,-0.6963477539508128,0.8926329987457843,Wildcraft,0.9,-0.22592817272767632,1.0,5731,7577,False,False,False,False,True,False,True
-0.07484869554062118,0.14468575977251075,4.3,-0.5649790419137607,0.4104999682762768,Lee,0.8,-0.4299677693275659,0.9,2815,795,True,False,False,True,False,False,True
-0.8704759351575112,-0.7890568405106799,3.2,0.4202862983641308,-0.7948326078974939,Patanjali Ayurved (Health Care),0.1,-0.32794797102762113,0.2,9209,4437,False,True,False,False,True,False,True
0.6323755174521699,0.8916798399990632,4.7,-0.8277164659878651,0.8926329987457843,Pepe Jeans London,0.9,-0.1749182735777039,1.0,8860,6807,True,False,False,False,True,True,False
-0.5168638286611157,-0.2288112803407655,3.9,-0.7291899319600759,0.04890019542414492,Manyavar Mohey,0.7,-0.48097766847753837,0.8,634,5985,False,False,False,True,False,False,True
-1.047281988405709,-0.975805360567318,2.9,0.0918645182715003,-1.1564323807496246,Pepperfry,0.0,-0.27693807187764874,0.1,8272,3656,True,True,False,True,False,True,False
0.2787634109557744,0.518182799885787,4.5,-0.5978212199230237,0.65156648351103,Flying Machine,0.8,-0.4299677693275659,0.9,6072,6079,False,False,False,False,True,False,True
-0.6936698819093134,-0.41555980039740364,3.7,-0.8605586439971281,-0.31269957742798593,Sugar Cosmetics,0.6,-0.48097766847753837,0.7,8086,758,True,False,False,True,False,False,False
-1.3124910682780058,-1.1625538806239561,2.9,1.0771298585493918,-1.1564323807496246,Wildcraft,0.0,-0.32794797102762113,0.1,5651,7073,False,True,False,False,True,False,True
0.013554331083477719,0.33143427982914886,4.4,-0.7291899319600759,0.65156648351103,Urban Ladder,0.7,-0.3789578701775935,0.8,1902,4420,True,False,False,True,False,False,True
0.9859876239485655,1.2651768801123395,4.8,-0.23655726182113018,1.0131662563631618,Lakme Ayurveda,0.9,-0.22592817272767632,1.0,1024,4802,False,False,False,False,True,False,True
-0.3400577754129179,-0.04206276028412738,4.1,-0.762032109969339,0.16943345304152257,Head Hunters,0.8,-0.48097766847753837,0.9,4971,2358,True,False,False,True,False,False,False
0.3671664375798733,0.7049313199424251,4.6,-0.794874287978602,0.7720997411284076,Manyavar Mohey,0.9,-0.1749182735777039,1.0,5563,8939,False,False,False,False,True,False,True
-0.16325172216472006,-0.04206276028412738,4.2,-0.8277164659878651,0.2899667106588992,Pepe Jeans London,0.8,-0.4299677693275659,0.9,1969,7118,True,False,False,True,False,False,True
1.1627936771967633,1.4519254001689776,4.9,1.4055516386420224,1.1336995139805386,Wakefit,0.9,-0.1239083744277315,1.0,6434,8044,False,True,False,False,True,True,False
0.1019573577075766,0.33143427982914886,4.5,-0.5649790419137607,0.7720997411284076,Wildcraft,0.8,-0.3789578701775935,0.9,2432,7411,True,False,False,False,True,False,True
-0.42846080203701675,-0.2288112803407655,3.8,-0.762032109969339,-0.07163306219323166,Johnson & Johnson,0.7,-0.48097766847753837,0.8,1312,6408,False,False,False,True,False,False,True
-0.9588789617816101,-0.7890568405106799,3.1,0.7487080784567612,-1.0358991231322476,Lakme Ayurveda,0.0,-0.27693807187764874,0.1,400,5676,True,True,False,True,False,False,False
0.5439724908280711,0.7049313199424251,4.6,-0.5649790419137607,0.8926329987457843,Pepperfry,0.9,-0.1749182735777039,1.0,9717,3866,True,False,False,True,False,False,True
-1.2240880416539068,-1.1625538806239561,2.9,0.4202862983641308,-1.1564323807496246,Forest Essentials,0.0,-0.32794797102762113,0.1,5090,7105,False,True,False,False,True,False,True
0.19036038433167551,0.33143427982914886,4.4,-0.6306633979322868,0.65156648351103,Manyavar Mohey,0.7,-0.3789578701775935,0.8,6963,9680,True,False,False,True,False,False,True
